Match,T1P1 vs T2P6 runs,T1P1 vs T2P6 balls,T1P1 vs T2P6 wickets,T1P1 vs T2P7 runs,T1P1 vs T2P7 balls,T1P1 vs T2P7 wickets,T1P1 vs T2P8 runs,T1P1 vs T2P8 balls,T1P1 vs T2P8 wickets,T1P1 vs T2P9 runs,T1P1 vs T2P9 balls,T1P1 vs T2P9 wickets,T1P1 vs T2P10 runs,T1P1 vs T2P10 balls,T1P1 vs T2P10 wickets,T1P1 vs T2P11 runs,T1P1 vs T2P11 balls,T1P1 vs T2P11 wickets,T1P2 vs T2P6 runs,T1P2 vs T2P6 balls,T1P2 vs T2P6 wickets,T1P2 vs T2P7 runs,T1P2 vs T2P7 balls,T1P2 vs T2P7 wickets,T1P2 vs T2P8 runs,T1P2 vs T2P8 balls,T1P2 vs T2P8 wickets,T1P2 vs T2P9 runs,T1P2 vs T2P9 balls,T1P2 vs T2P9 wickets,T1P2 vs T2P10 runs,T1P2 vs T2P10 balls,T1P2 vs T2P10 wickets,T1P2 vs T2P11 runs,T1P2 vs T2P11 balls,T1P2 vs T2P11 wickets,T1P3 vs T2P6 runs,T1P3 vs T2P6 balls,T1P3 vs T2P6 wickets,T1P3 vs T2P7 runs,T1P3 vs T2P7 balls,T1P3 vs T2P7 wickets,T1P3 vs T2P8 runs,T1P3 vs T2P8 balls,T1P3 vs T2P8 wickets,T1P3 vs T2P9 runs,T1P3 vs T2P9 balls,T1P3 vs T2P9 wickets,T1P3 vs T2P10 runs,T1P3 vs T2P10 balls,T1P3 vs T2P10 wickets,T1P3 vs T2P11 runs,T1P3 vs T2P11 balls,T1P3 vs T2P11 wickets,T1P4 vs T2P6 runs,T1P4 vs T2P6 balls,T1P4 vs T2P6 wickets,T1P4 vs T2P7 runs,T1P4 vs T2P7 balls,T1P4 vs T2P7 wickets,T1P4 vs T2P8 runs,T1P4 vs T2P8 balls,T1P4 vs T2P8 wickets,T1P4 vs T2P9 runs,T1P4 vs T2P9 balls,T1P4 vs T2P9 wickets,T1P4 vs T2P10 runs,T1P4 vs T2P10 balls,T1P4 vs T2P10 wickets,T1P4 vs T2P11 runs,T1P4 vs T2P11 balls,T1P4 vs T2P11 wickets,T1P5 vs T2P6 runs,T1P5 vs T2P6 balls,T1P5 vs T2P6 wickets,T1P5 vs T2P7 runs,T1P5 vs T2P7 balls,T1P5 vs T2P7 wickets,T1P5 vs T2P8 runs,T1P5 vs T2P8 balls,T1P5 vs T2P8 wickets,T1P5 vs T2P9 runs,T1P5 vs T2P9 balls,T1P5 vs T2P9 wickets,T1P5 vs T2P10 runs,T1P5 vs T2P10 balls,T1P5 vs T2P10 wickets,T1P5 vs T2P11 runs,T1P5 vs T2P11 balls,T1P5 vs T2P11 wickets,T1P6 vs T2P6 runs,T1P6 vs T2P6 balls,T1P6 vs T2P6 wickets,T1P6 vs T2P7 runs,T1P6 vs T2P7 balls,T1P6 vs T2P7 wickets,T1P6 vs T2P8 runs,T1P6 vs T2P8 balls,T1P6 vs T2P8 wickets,T1P6 vs T2P9 runs,T1P6 vs T2P9 balls,T1P6 vs T2P9 wickets,T1P6 vs T2P10 runs,T1P6 vs T2P10 balls,T1P6 vs T2P10 wickets,T1P6 vs T2P11 runs,T1P6 vs T2P11 balls,T1P6 vs T2P11 wickets,T1P7 vs T2P6 runs,T1P7 vs T2P6 balls,T1P7 vs T2P6 wickets,T1P7 vs T2P7 runs,T1P7 vs T2P7 balls,T1P7 vs T2P7 wickets,T1P7 vs T2P8 runs,T1P7 vs T2P8 balls,T1P7 vs T2P8 wickets,T1P7 vs T2P9 runs,T1P7 vs T2P9 balls,T1P7 vs T2P9 wickets,T1P7 vs T2P10 runs,T1P7 vs T2P10 balls,T1P7 vs T2P10 wickets,T1P7 vs T2P11 runs,T1P7 vs T2P11 balls,T1P7 vs T2P11 wickets,T2P1 vs T1P6 runs,T2P1 vs T1P6 balls,T2P1 vs T1P6 wickets,T2P1 vs T1P7 runs,T2P1 vs T1P7 balls,T2P1 vs T1P7 wickets,T2P1 vs T1P8 runs,T2P1 vs T1P8 balls,T2P1 vs T1P8 wickets,T2P1 vs T1P9 runs,T2P1 vs T1P9 balls,T2P1 vs T1P9 wickets,T2P1 vs T1P10 runs,T2P1 vs T1P10 balls,T2P1 vs T1P10 wickets,T2P1 vs T1P11 runs,T2P1 vs T1P11 balls,T2P1 vs T1P11 wickets,T2P2 vs T1P6 runs,T2P2 vs T1P6 balls,T2P2 vs T1P6 wickets,T2P2 vs T1P7 runs,T2P2 vs T1P7 balls,T2P2 vs T1P7 wickets,T2P2 vs T1P8 runs,T2P2 vs T1P8 balls,T2P2 vs T1P8 wickets,T2P2 vs T1P9 runs,T2P2 vs T1P9 balls,T2P2 vs T1P9 wickets,T2P2 vs T1P10 runs,T2P2 vs T1P10 balls,T2P2 vs T1P10 wickets,T2P2 vs T1P11 runs,T2P2 vs T1P11 balls,T2P2 vs T1P11 wickets,T2P3 vs T1P6 runs,T2P3 vs T1P6 balls,T2P3 vs T1P6 wickets,T2P3 vs T1P7 runs,T2P3 vs T1P7 balls,T2P3 vs T1P7 wickets,T2P3 vs T1P8 runs,T2P3 vs T1P8 balls,T2P3 vs T1P8 wickets,T2P3 vs T1P9 runs,T2P3 vs T1P9 balls,T2P3 vs T1P9 wickets,T2P3 vs T1P10 runs,T2P3 vs T1P10 balls,T2P3 vs T1P10 wickets,T2P3 vs T1P11 runs,T2P3 vs T1P11 balls,T2P3 vs T1P11 wickets,T2P4 vs T1P6 runs,T2P4 vs T1P6 balls,T2P4 vs T1P6 wickets,T2P4 vs T1P7 runs,T2P4 vs T1P7 balls,T2P4 vs T1P7 wickets,T2P4 vs T1P8 runs,T2P4 vs T1P8 balls,T2P4 vs T1P8 wickets,T2P4 vs T1P9 runs,T2P4 vs T1P9 balls,T2P4 vs T1P9 wickets,T2P4 vs T1P10 runs,T2P4 vs T1P10 balls,T2P4 vs T1P10 wickets,T2P4 vs T1P11 runs,T2P4 vs T1P11 balls,T2P4 vs T1P11 wickets,T2P5 vs T1P6 runs,T2P5 vs T1P6 balls,T2P5 vs T1P6 wickets,T2P5 vs T1P7 runs,T2P5 vs T1P7 balls,T2P5 vs T1P7 wickets,T2P5 vs T1P8 runs,T2P5 vs T1P8 balls,T2P5 vs T1P8 wickets,T2P5 vs T1P9 runs,T2P5 vs T1P9 balls,T2P5 vs T1P9 wickets,T2P5 vs T1P10 runs,T2P5 vs T1P10 balls,T2P5 vs T1P10 wickets,T2P5 vs T1P11 runs,T2P5 vs T1P11 balls,T2P5 vs T1P11 wickets,T2P6 vs T1P6 runs,T2P6 vs T1P6 balls,T2P6 vs T1P6 wickets,T2P6 vs T1P7 runs,T2P6 vs T1P7 balls,T2P6 vs T1P7 wickets,T2P6 vs T1P8 runs,T2P6 vs T1P8 balls,T2P6 vs T1P8 wickets,T2P6 vs T1P9 runs,T2P6 vs T1P9 balls,T2P6 vs T1P9 wickets,T2P6 vs T1P10 runs,T2P6 vs T1P10 balls,T2P6 vs T1P10 wickets,T2P6 vs T1P11 runs,T2P6 vs T1P11 balls,T2P6 vs T1P11 wickets,T2P7 vs T1P6 runs,T2P7 vs T1P6 balls,T2P7 vs T1P6 wickets,T2P7 vs T1P7 runs,T2P7 vs T1P7 balls,T2P7 vs T1P7 wickets,T2P7 vs T1P8 runs,T2P7 vs T1P8 balls,T2P7 vs T1P8 wickets,T2P7 vs T1P9 runs,T2P7 vs T1P9 balls,T2P7 vs T1P9 wickets,T2P7 vs T1P10 runs,T2P7 vs T1P10 balls,T2P7 vs T1P10 wickets,T2P7 vs T1P11 runs,T2P7 vs T1P11 balls,T2P7 vs T1P11 wickets,T1P1 last3_bat runs,T1P1 last3_bat balls,T1P1 last3_bat wickets,T1P2 last3_bat runs,T1P2 last3_bat balls,T1P2 last3_bat wickets,T1P3 last3_bat runs,T1P3 last3_bat balls,T1P3 last3_bat wickets,T1P4 last3_bat runs,T1P4 last3_bat balls,T1P4 last3_bat wickets,T1P5 last3_bat runs,T1P5 last3_bat balls,T1P5 last3_bat wickets,T1P6 last3_bat runs,T1P6 last3_bat balls,T1P6 last3_bat wickets,T1P7 last3_bat runs,T1P7 last3_bat balls,T1P7 last3_bat wickets,T2P1 last3_bat runs,T2P1 last3_bat balls,T2P1 last3_bat wickets,T2P2 last3_bat runs,T2P2 last3_bat balls,T2P2 last3_bat wickets,T2P3 last3_bat runs,T2P3 last3_bat balls,T2P3 last3_bat wickets,T2P4 last3_bat runs,T2P4 last3_bat balls,T2P4 last3_bat wickets,T2P5 last3_bat runs,T2P5 last3_bat balls,T2P5 last3_bat wickets,T2P6 last3_bat runs,T2P6 last3_bat balls,T2P6 last3_bat wickets,T2P7 last3_bat runs,T2P7 last3_bat balls,T2P7 last3_bat wickets,T1P6 last3_bowl runs,T1P6 last3_bowl balls,T1P6 last3_bowl wickets,T1P7 last3_bowl runs,T1P7 last3_bowl balls,T1P7 last3_bowl wickets,T1P8 last3_bowl runs,T1P8 last3_bowl balls,T1P8 last3_bowl wickets,T1P9 last3_bowl runs,T1P9 last3_bowl balls,T1P9 last3_bowl wickets,T1P10 last3_bowl runs,T1P10 last3_bowl balls,T1P10 last3_bowl wickets,T1P11 last3_bowl runs,T1P11 last3_bowl balls,T1P11 last3_bowl wickets,T2P6 last3_bowl runs,T2P6 last3_bowl balls,T2P6 last3_bowl wickets,T2P7 last3_bowl runs,T2P7 last3_bowl balls,T2P7 last3_bowl wickets,T2P8 last3_bowl runs,T2P8 last3_bowl balls,T2P8 last3_bowl wickets,T2P9 last3_bowl runs,T2P9 last3_bowl balls,T2P9 last3_bowl wickets,T2P10 last3_bowl runs,T2P10 last3_bowl balls,T2P10 last3_bowl wickets,T2P11 last3_bowl runs,T2P11 last3_bowl balls,T2P11 last3_bowl wickets,T1 wins at stadium,T1 losses at stadium,T2 wins at stadium,T2 losses at stadium,T1 vs T2 win ratio,T2 vs T1 win ratio,Won defending at stadium,Won chasing at stadium,T1 fourth last match result,T1 third last match result,T1 second last match result,T1 last match result,T2 fourth last match result,T2 third last match result,T2 second last match result,T2 last match result,match result
352,,,,,,,35,30,1,34,28,0,20,19,0,3,6,0,,,,,,,2,4,1,,,,1,1,0,,,,,,,,,,,,,3,7,1,19,23,1,,,,,,,,,,7,7,1,8,3,0,,,,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,15,16,1,,,,15,14,1,1,4,0,,,,,,,49,34,0,2,3,0,7,11,1,1,2,0,,,,,,,15,9,0,0,3,1,32,31,2,,,,,,,,,,2,3,0,13,16,2,11,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,8,7,0,16,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,14,9,1,,,,,,,,,,,,,,,,,,,,,,,,,55,56,3,83,59,3,54,44,2,,,,,,,6,10,2,,,,33,39,3,53,49,3,27,25,3,20,23,2,,,,75,70,3,27,28,3,,,,,,,46,60,0,72,72,0,122,72,0,,,,,,,,,,75,62,0,,,,58,66,0,95,60,0,1,1,13,11,60,40,10,14,1,0,1,0,0,0,1,0,Team2
353,3,5,1,,,,,,,15,8,1,,,,,,,28,14,1,,,,,,,13,14,1,,,,,,,,,,,,,,,,,,,,,,,,,6,3,0,,,,,,,19,13,0,,,,,,,16,5,0,,,,,,,,,,,,,,,,38,20,0,,,,,,,18,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,11,2,,,,,,,,,,,,,,,,20,14,0,,,,,,,5,5,1,,,,,,,81,46,1,,,,,,,4,6,0,,,,,,,35,29,1,,,,,,,,,,,,,,,,17,12,0,,,,,,,6,4,0,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,69,53,3,116,109,1,,,,98,91,3,37,28,2,55,48,2,,,,44,40,3,111,117,2,45,50,3,63,43,2,101,56,1,11,10,2,,,,,,,68,67,0,85,60,0,,,,43,54,0,66,71,0,57,45,0,54,54,0,,,,64,72,0,,,,36,48,0,1,3,22,13,36.36,63.64,21,14,0,1,1,0,1,0,1,1,Team2
354,,,,,,,31,18,0,,,,,,,15,11,0,5,4,0,,,,5,8,0,10,9,0,,,,12,13,2,16,11,0,,,,8,7,0,,,,,,,17,13,1,,,,,,,6,4,0,18,18,1,,,,3,3,0,,,,,,,15,10,0,,,,,,,18,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,27,0,14,16,1,24,22,0,,,,,,,,,,1,5,0,2,4,0,,,,3,5,0,,,,,,,,,,19,12,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,13,0,,,,2,3,0,,,,66,63,2,30,39,3,124,101,3,110,72,3,,,,,,,,,,85,80,3,147,100,3,86,63,2,,,,62,50,1,54,43,3,,,,79,70,0,,,,75,72,0,85,60,0,102,71,0,90,72,0,85,60,0,,,,62,72,0,,,,,,,97,72,0,18,15,0,2,100,,13,19,1,0,1,1,0,1,0,0,Team1
355,,,,25,26,0,34,27,1,9,8,0,21,11,0,8,13,0,,,,36,13,0,68,35,2,13,16,2,,,,5,7,1,,,,7,3,0,6,3,0,,,,,,,2,6,1,,,,55,34,0,62,42,3,16,17,0,7,5,0,28,12,0,,,,5,6,0,,,,1,2,1,2,4,0,,,,,,,,,,10,5,0,0,2,1,,,,,,,,,,,,,3,2,0,,,,1,2,1,,,,,,,14,8,0,61,39,3,47,20,1,73,42,1,0,1,1,,,,12,8,0,21,12,1,,,,14,7,0,0,1,1,,,,4,3,0,9,4,0,,,,26,12,0,,,,,,,10,9,0,1,2,0,2,3,0,6,8,0,14,17,0,,,,5,5,1,,,,2,3,0,,,,,,,,,,3,5,1,23,18,0,4,2,0,12,13,1,10,24,2,,,,,,,,,,,,,,,,,,,69,58,3,135,91,2,,,,48,45,2,33,39,3,60,46,2,12,19,3,36,31,3,111,84,1,,,,134,97,1,30,25,3,54,60,3,,,,,,,57,48,0,81,60,0,71,48,0,108,66,0,85,66,0,,,,76,60,0,80,66,0,,,,,,,98,72,0,14,18,2,2,50,50,17,14,0,0,0,1,0,1,0,1,Team2
356,,,,15,13,0,,,,,,,85,42,2,42,35,0,,,,19,28,3,,,,,,,28,22,4,23,19,1,,,,36,33,1,,,,,,,46,51,2,60,47,1,,,,21,17,0,,,,,,,11,17,1,13,20,0,,,,,,,,,,,,,,,,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,,,,,,,,8,3,0,,,,20,22,2,22,16,0,,,,5,6,1,15,18,1,,,,9,12,0,18,19,0,,,,1,3,0,25,22,2,,,,63,36,2,3,4,0,,,,8,8,1,18,13,1,,,,9,8,0,6,7,0,,,,,,,1,2,1,,,,,,,8,4,0,,,,,,,19,8,0,,,,,,,,,,,,,,,,,,,41,41,2,138,103,3,58,52,3,37,41,3,96,66,2,,,,,,,,,,99,79,3,73,67,2,137,82,2,39,31,1,53,39,2,,,,,,,77,60,0,,,,66,72,0,85,72,0,102,72,0,,,,76,60,0,123,72,0,,,,87,60,0,85,72,0,18,13,3,1,20,80,14,17,0,1,0,0,1,1,0,0,Team2
357,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,10,0,,,,,,,,,,,,,15,14,0,10,10,0,,,,,,,,,,,,,17,17,0,7,6,0,,,,,,,10,7,0,,,,47,31,2,16,11,0,,,,,,,,,,,,,3,3,0,10,7,0,,,,,,,0,1,1,,,,6,9,1,13,11,1,,,,,,,,,,,,,,,,,,,,,,,,,48,49,3,50,55,3,,,,,,,,,,193,152,1,23,23,3,88,75,3,74,46,2,25,15,1,63,38,2,,,,,,,,,,35,24,0,49,48,0,77,72,0,85,72,0,,,,58,48,0,,,,60,72,0,,,,42,48,0,2,2,23,13,40,60,21,15,1,0,1,1,0,1,1,1,Team2
358,1,2,1,,,,9,4,0,16,13,1,10,5,1,39,27,0,7,8,0,,,,15,11,0,2,6,0,,,,20,11,1,2,2,0,,,,4,3,0,4,6,0,,,,0,1,1,3,2,0,,,,34,40,0,2,4,1,,,,5,6,0,6,6,1,,,,9,6,0,3,2,0,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,7,15,2,8,16,1,9,8,0,3,3,0,,,,5,3,0,53,44,0,68,41,0,17,6,0,35,26,0,,,,3,3,0,22,22,3,16,13,1,4,4,0,,,,,,,0,2,1,22,29,0,3,10,0,17,14,0,20,15,2,,,,9,12,1,15,9,0,19,14,0,,,,3,3,1,,,,,,,,,,,,,,,,,,,,,,0,1,1,9,5,0,2,2,0,12,6,0,2,2,0,36,31,3,111,84,1,30,25,3,54,60,3,134,97,1,27,28,3,4,9,3,29,30,3,111,78,3,57,44,3,79,71,3,80,70,3,,,,26,25,3,,,,101,71,0,76,60,0,80,66,0,,,,,,,96,72,0,,,,76,59,0,71,72,0,,,,97,72,0,2,2,18,14,50,50,14,18,1,0,1,1,1,0,0,0,Team2
359,,,,,,,,,,,,,2,6,0,6,6,1,,,,,,,,,,,,,11,6,0,37,26,1,,,,,,,,,,,,,,,,23,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,,,,,,,,,,,,,,,,,8,7,1,,,,15,19,1,5,3,0,20,17,1,33,24,1,,,,,,,33,21,1,,,,3,5,1,6,4,1,3,3,0,,,,27,20,2,,,,2,9,0,,,,,,,,,,2,4,1,,,,,,,,,,,,,,,,9,9,0,,,,43,19,0,0,2,1,,,,,,,,,,,,,8,2,0,,,,,,,,,,,,,,,,,,,,,,32,36,3,,,,53,55,3,49,50,2,,,,61,40,2,,,,50,52,3,98,82,2,138,95,3,73,46,1,49,38,1,46,36,3,,,,91,72,0,,,,75,72,0,43,22,0,93,72,0,86,72,0,,,,,,,59,68,0,108,60,0,45,54,0,77,65,0,0,2,19,9,22.22,77.78,10,18,0,1,1,0,1,1,0,0,Team2
360,,,,1,1,0,,,,,,,,,,,,,,,,9,7,1,,,,81,58,2,47,39,2,5,5,0,,,,23,12,0,,,,32,27,1,23,19,1,8,6,0,,,,1,2,0,,,,22,33,6,,,,5,2,0,,,,2,2,0,,,,40,17,0,,,,,,,,,,11,8,0,,,,29,20,2,5,5,0,16,9,0,,,,,,,,,,,,,,,,,,,,,,51,49,0,3,7,0,36,39,0,,,,22,9,0,,,,41,34,1,0,4,1,54,41,2,,,,22,23,1,,,,27,22,0,5,3,0,18,16,0,6,7,0,31,31,1,,,,32,29,1,,,,20,16,0,,,,24,20,0,,,,12,6,1,,,,17,16,0,,,,15,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,62,3,57,56,3,39,44,2,109,78,3,53,41,2,42,39,1,,,,237,119,1,63,67,3,77,63,3,77,48,3,,,,,,,,,,,,,91,54,0,100,72,0,89,72,0,,,,74,60,0,,,,,,,69,70,0,63,72,0,81,72,0,94,72,0,12,10,2,1,50,50,11,13,1,0,0,1,0,1,1,1,Team1
361,,,,,,,,,,,,,,,,,,,,,,,,,27,22,0,21,29,2,,,,38,32,2,,,,,,,36,28,1,29,14,0,,,,13,10,1,,,,,,,17,18,1,8,12,0,,,,7,10,0,,,,,,,10,15,1,11,11,1,,,,24,15,2,,,,,,,21,20,1,2,3,0,,,,22,14,1,,,,,,,23,21,0,2,2,0,,,,8,3,0,,,,20,7,0,,,,33,19,0,0,4,0,,,,,,,32,23,1,2,6,1,41,42,1,,,,0,1,0,,,,11,20,1,,,,12,31,3,36,16,0,,,,,,,45,38,2,,,,31,29,1,5,7,1,,,,,,,0,2,1,,,,6,5,1,,,,2,5,0,,,,10,7,1,6,6,0,8,13,3,7,7,0,9,6,0,,,,22,12,1,,,,13,8,1,,,,1,2,0,,,,173,128,2,74,56,3,97,60,1,37,20,2,74,68,3,29,29,1,79,69,2,59,45,3,,,,75,77,3,75,58,3,44,29,3,26,25,3,,,,88,60,0,69,54,0,64,72,0,91,71,0,65,54,0,,,,,,,61,47,0,61,72,0,,,,104,72,0,24,13,2,3,63.64,36.36,21,16,1,1,1,1,0,0,0,1,Team1
362,,,,,,,6,10,0,17,11,1,14,10,0,,,,,,,,,,11,6,0,6,11,1,43,31,0,,,,,,,,,,0,2,0,5,7,0,7,5,1,,,,,,,,,,1,2,0,23,18,1,25,12,1,,,,,,,,,,,,,,,,2,4,0,,,,,,,,,,4,4,0,9,5,1,,,,,,,,,,,,,,,,14,6,0,3,3,0,,,,,,,17,36,3,18,19,1,35,27,1,10,13,2,18,20,0,,,,17,10,1,6,8,0,2,2,0,2,5,0,10,8,0,,,,21,9,0,19,10,0,10,9,0,2,8,0,13,14,1,,,,1,1,0,1,3,0,6,3,0,6,3,0,5,8,1,,,,3,2,0,32,9,0,10,4,0,6,4,0,0,2,0,,,,12,9,0,3,6,0,,,,1,2,0,7,3,0,,,,7,9,2,,,,4,2,0,2,7,2,,,,75,64,3,146,104,2,40,39,3,98,66,1,,,,56,49,3,20,24,1,74,68,3,119,90,3,81,62,3,60,31,3,64,48,1,,,,2,5,1,,,,80,60,0,73,66,0,112,72,0,88,66,0,74,66,0,,,,,,,86,72,0,117,72,0,72,60,0,,,,,,,,50,25,0,0,0,0,1,0,1,0,0,0,Team1
363,,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,11,18,0,14,12,0,1,1,0,,,,,,,1,2,1,6,6,0,17,18,2,23,26,0,,,,,,,1,2,0,13,5,0,35,21,1,18,14,1,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,10,9,0,23,23,1,,,,,,,,,,,,,,,,,,,,,,,,,5,9,0,46,31,0,35,26,1,29,28,0,15,9,0,,,,6,3,0,33,27,0,13,13,0,18,26,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,5,6,1,15,13,0,63,33,0,23,27,1,13,5,0,,,,,,,5,3,1,34,29,0,9,5,0,4,6,0,,,,,,,13,9,1,13,6,0,,,,13,8,0,,,,,,,23,7,0,1,3,0,4,6,0,,,,,,,242,130,1,13,17,3,40,19,3,,,,48,50,2,35,26,1,77,75,3,31,37,3,,,,205,123,2,49,38,1,78,52,1,,,,,,,75,70,0,85,72,0,89,60,0,74,72,0,102,72,0,,,,,,,62,72,0,50,60,0,85,59,0,69,46,0,3,1,20,9,60,40,10,19,1,1,1,0,1,0,0,1,Team2
364,,,,3,6,0,10,5,0,13,7,1,8,12,0,5,8,0,,,,26,17,1,17,15,0,61,53,3,38,56,2,8,7,0,,,,21,13,0,4,4,1,34,36,2,17,11,1,3,6,0,,,,17,10,0,24,9,0,75,49,0,44,37,1,26,18,2,,,,10,10,0,3,7,0,29,18,1,19,8,0,2,7,2,,,,5,2,0,,,,26,13,2,31,22,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,3,4,0,5,4,0,5,6,2,7,3,0,5,6,0,,,,42,36,0,2,5,0,29,23,2,10,5,0,16,13,1,,,,,,,1,2,1,,,,,,,,,,,,,27,21,0,1,1,0,9,3,0,23,12,0,26,29,1,,,,10,11,0,9,4,1,1,2,0,8,4,0,17,12,0,,,,1,2,1,,,,,,,,,,1,2,0,,,,2,7,1,,,,,,,,,,12,7,1,145,113,3,34,29,3,75,58,3,123,75,2,87,61,2,42,39,1,,,,58,43,2,,,,40,34,3,75,59,3,100,81,2,47,31,2,11,24,3,,,,71,60,0,88,72,0,92,72,0,,,,80,66,0,,,,111,72,0,104,72,0,82,48,0,83,72,0,76,72,0,13,10,2,2,40,60,12,13,0,0,1,1,0,1,1,0,Team1
365,,,,,,,,,,,,,15,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,10,11,1,38,23,1,,,,,,,,,,19,13,0,23,23,0,,,,,,,,,,,,,,,,21,19,1,16,16,2,,,,,,,,,,,,,23,17,0,11,10,0,,,,,,,,,,,,,13,11,1,9,15,0,,,,28,13,0,30,20,1,2,4,1,50,37,2,,,,,,,2,2,0,,,,10,9,0,10,7,0,,,,,,,8,9,1,,,,,,,3,5,0,,,,,,,7,7,1,33,15,2,,,,28,26,0,,,,,,,39,19,0,,,,9,5,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,9,6,0,,,,5,3,0,,,,228,136,2,,,,111,73,2,74,68,3,106,65,1,2,7,2,29,29,1,74,68,3,119,90,3,41,43,3,81,62,3,64,48,1,60,31,3,2,5,1,,,,112,72,0,88,66,0,86,54,0,69,66,0,76,60,0,78,47,0,,,,,,,86,72,0,72,60,0,117,72,0,0,1,3,8,60,40,7,5,1,1,1,1,0,0,0,0,Team1
366,,,,,,,,,,25,14,0,0,5,0,,,,36,19,0,,,,,,,49,39,2,36,27,1,77,54,0,,,,,,,,,,2,3,0,6,12,2,6,9,1,,,,,,,,,,41,41,1,26,37,1,18,15,1,8,2,0,,,,,,,13,9,0,18,15,1,11,6,1,8,6,0,,,,,,,30,23,2,4,8,1,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,29,1,,,,25,22,2,10,11,0,25,16,2,,,,51,52,2,,,,14,17,2,32,21,1,18,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,113,3,34,29,3,75,58,3,123,75,2,87,61,2,42,39,1,,,,22,30,3,,,,34,35,3,52,51,2,,,,29,19,2,57,34,1,,,,71,60,0,88,72,0,92,72,0,,,,80,66,0,80,72,0,,,,55,53,0,76,60,0,74,72,0,99,66,0,2,0,6,15,60,40,8,12,0,1,1,1,1,1,0,0,Team2
367,,,,4,11,0,,,,,,,0,2,1,4,3,1,,,,72,52,2,26,16,0,28,18,1,31,19,0,10,11,1,,,,10,9,0,1,4,0,25,18,1,21,21,2,34,19,1,,,,56,46,2,9,10,1,40,25,1,46,40,2,31,27,0,,,,5,6,0,6,4,1,,,,3,4,1,,,,,,,4,6,0,14,17,0,11,11,0,,,,8,6,1,,,,,,,,,,,,,,,,,,,,,,57,41,0,,,,37,22,1,15,16,0,46,36,1,,,,0,1,1,1,2,1,30,26,1,,,,39,26,1,,,,7,4,0,,,,4,9,2,4,10,0,6,7,0,,,,14,8,0,3,6,1,34,25,0,11,18,1,27,23,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,,,,,,,7,5,0,,,,15,15,0,,,,17,8,0,14,10,2,18,19,2,147,112,2,48,34,3,23,20,2,68,68,3,84,57,2,43,48,3,,,,21,29,3,68,62,3,54,59,3,157,103,1,37,30,2,56,49,3,20,24,1,,,,69,48,0,,,,89,72,0,72,72,0,126,72,0,,,,71,60,0,74,72,0,102,72,0,79,66,0,94,66,0,,,1,0,60,40,1,0,0,0,1,0,0,1,0,1,Team2
